1 (D[8]C[16]N[97272BCB5DEDF111F6467A9A3C8CA040]):
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 1   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 0   | 0   |
     14  | 1   | 1   | 0   | 0   | 0   | 1   | 1   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 0   | 1   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |

14 (D[8]C[16]N[FB1BA3436D8D35D51EEEB646D8287080]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 0   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 0   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 1   | 1   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 1   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 0   | 0   |
     9   | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 1   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 0   |
     14  | 1   | 1   | 0   | 0   | 0   | 1   | 0   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 0   | 0   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |

15 (D[8]C[16]N[BB1BE3436D8D35D55EEEB606D8287080]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 0   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 0   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 1   | 1   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 1   | 0   |
     9   | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 1   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 0   |
     14  | 1   | 1   | 0   | 0   | 0   | 1   | 1   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 0   | 0   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |

16 (D[8]C[16]N[FB3BC3035D8DB5655E8EB666E828D010]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 1   | 0   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 1   | 0   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 0   | 1   | 0   | 1   | 1   | 1   |
     5   | 0   | 1   | 1   | 0   | 0   | 1   | 1   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 0   | 0   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 1   | 0   |
     9   | 1   | 0   | 1   | 0   | 0   | 1   | 1   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 1   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 0   | 0   |
     14  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |

17 (D[8]C[16]N[BB3BC3435D8DF5255E8EF626E8689010]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 1   | 0   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 1   | 0   | 0   | 1   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 1   | 0   |
     4   | 0   | 0   | 0   | 1   | 0   | 1   | 1   | 1   |
     5   | 0   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 1   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 0   | 0   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 1   | 0   |
     9   | 1   | 0   | 1   | 0   | 0   | 1   | 0   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 1   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 0   |
     14  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |

18 (D[8]C[16]N[2FBB5BC3CD7515A10EB6D662EC789800]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 0   | 0   |
     2   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 1   |
     3   | 0   | 0   | 0   | 1   | 1   | 1   | 1   | 0   |
     4   | 0   | 0   | 1   | 1   | 0   | 1   | 1   | 1   |
     5   | 0   | 1   | 0   | 0   | 0   | 1   | 1   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 1   | 1   |
     7   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     8   | 0   | 1   | 1   | 1   | 0   | 0   | 0   | 0   |
     9   | 1   | 0   | 0   | 0   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 0   | 0   | 0   |
     11  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 0   |
     12  | 1   | 0   | 1   | 1   | 0   | 0   | 1   | 1   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 1   |
     14  | 1   | 1   | 0   | 1   | 1   | 0   | 1   | 0   |
     15  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |
     16  | 1   | 1   | 1   | 1   | 0   | 1   | 0   | 0   |

19 (D[8]C[16]N[D7671BEB3D4DB181BE8E7202D42458E8]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 1   | 0   | 1   | 1   | 1   |
     2   | 0   | 0   | 0   | 1   | 1   | 0   | 1   | 0   |
     3   | 0   | 0   | 1   | 0   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     5   | 0   | 1   | 0   | 0   | 0   | 0   | 0   | 0   |
     6   | 0   | 1   | 0   | 0   | 1   | 1   | 1   | 0   |
     7   | 0   | 1   | 1   | 1   | 0   | 0   | 0   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 0   | 1   |
     9   | 1   | 0   | 0   | 0   | 0   | 0   | 0   | 1   |
     10  | 1   | 0   | 0   | 0   | 1   | 1   | 0   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 1   | 0   |
     12  | 1   | 0   | 1   | 1   | 1   | 1   | 0   | 0   |
     13  | 1   | 1   | 0   | 1   | 0   | 1   | 1   | 1   |
     14  | 1   | 1   | 0   | 1   | 1   | 0   | 0   | 0   |
     15  | 1   | 1   | 1   | 0   | 0   | 1   | 1   | 0   |
     16  | 1   | 1   | 1   | 0   | 1   | 0   | 1   | 1   |

20 (D[8]C[16]N[9727BBCBF54519697E5E22C2AC8CF010]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 1   | 0   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 1   |
     3   | 0   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     4   | 0   | 0   | 1   | 1   | 0   | 1   | 0   | 1   |
     5   | 0   | 1   | 0   | 0   | 0   | 0   | 1   | 1   |
     6   | 0   | 1   | 0   | 0   | 0   | 1   | 0   | 0   |
     7   | 0   | 1   | 1   | 1   | 1   | 0   | 1   | 0   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 1   | 0   |
     9   | 1   | 0   | 0   | 1   | 0   | 1   | 1   | 0   |
     10  | 1   | 0   | 0   | 1   | 1   | 0   | 0   | 0   |
     11  | 1   | 0   | 1   | 0   | 0   | 0   | 1   | 0   |
     12  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     13  | 1   | 1   | 0   | 1   | 0   | 0   | 1   | 1   |
     14  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |
     15  | 1   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     16  | 1   | 1   | 1   | 0   | 1   | 0   | 0   | 1   |

21 (D[8]C[16]N[177B9B432DF5C5A9FE8E26E25C483090]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 1   | 0   | 0   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 0   | 0   |
     3   | 0   | 0   | 0   | 1   | 0   | 0   | 1   | 0   |
     4   | 0   | 0   | 1   | 1   | 1   | 0   | 1   | 0   |
     5   | 0   | 1   | 0   | 0   | 0   | 1   | 1   | 1   |
     6   | 0   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     7   | 0   | 1   | 1   | 1   | 0   | 0   | 0   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 1   | 1   |
     9   | 1   | 0   | 0   | 1   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 1   | 0   | 0   | 0   | 1   | 1   |
     11  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 1   | 0   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 1   | 0   |
     14  | 1   | 1   | 0   | 1   | 1   | 0   | 0   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 1   | 1   | 0   |
