1 (D[8]C[16]N[97272BCB5DEDF111F6467A9A3C8CA040]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 0   |
     2   | 0   | 0   | 0   | 0   | 0   | 1   | 0   | 1   |
     3   | 0   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     4   | 0   | 0   | 1   | 1   | 1   | 1   | 0   | 0   |
     5   | 0   | 1   | 0   | 1   | 1   | 0   | 0   | 1   |
     6   | 0   | 1   | 0   | 1   | 1   | 1   | 1   | 0   |
     7   | 0   | 1   | 1   | 0   | 0   | 0   | 1   | 0   |
     8   | 0   | 1   | 1   | 0   | 1   | 1   | 1   | 1   |
     9   | 1   | 0   | 0   | 0   | 1   | 0   | 0   | 0   |
     10  | 1   | 0   | 0   | 0   | 1   | 1   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 1   | 1   | 1   |
     12  | 1   | 0   | 1   | 1   | 1   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 1   | 0   | 0   | 1   | 1   |
     14  | 1   | 1   | 0   | 1   | 0   | 1   | 0   | 0   |
     15  | 1   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     16  | 1   | 1   | 1   | 0   | 1   | 0   | 0   | 1   |

2 (D[8]C[16]N[3BEB53834D8DF535BE6ED6065898E020]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 1   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 0   | 1   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 1   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 1   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 1   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 0   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 0   | 1   |
     9   | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 0   | 1   |
     14  | 1   | 1   | 0   | 0   | 1   | 0   | 1   | 0   |
     15  | 1   | 1   | 0   | 1   | 0   | 1   | 1   | 1   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 0   |

3 (D[8]C[16]N[BB6B53834D8DF5353EEED6065898E020]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 1   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 0   | 1   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 1   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 1   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 1   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 0   | 0   |
     9   | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 0   | 1   |
     14  | 1   | 1   | 0   | 0   | 1   | 0   | 1   | 0   |
     15  | 1   | 1   | 0   | 1   | 0   | 1   | 1   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |

4 (D[8]C[16]N[9B6B53A34D8DF5351EEED62678B8C000]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 1   | 1   | 0   | 1   |
     4   | 0   | 0   | 0   | 1   | 1   | 1   | 1   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 1   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 0   | 0   |
     9   | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 1   | 0   | 1   |
     14  | 1   | 1   | 0   | 0   | 1   | 0   | 1   | 0   |
     15  | 1   | 1   | 0   | 1   | 0   | 1   | 1   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 0   | 0   | 1   |

5 (D[8]C[16]N[1BEB53A34D8DF5359E6ED62678B8C000]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 0   | 0   |
     2   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 1   | 1   | 0   | 1   |
     4   | 0   | 0   | 0   | 1   | 1   | 1   | 1   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 1   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 0   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 0   | 1   |
     9   | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 0   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 1   | 0   | 1   |
     14  | 1   | 1   | 0   | 0   | 1   | 0   | 1   | 0   |
     15  | 1   | 1   | 0   | 1   | 0   | 1   | 1   | 1   |
     16  | 1   | 1   | 0   | 1   | 1   | 0   | 0   | 0   |

6 (D[8]C[16]N[BBCB13637D0DD5A57ECE962618A8F040]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 0   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 1   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 0   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 1   | 0   |
     9   | 1   | 0   | 1   | 0   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 0   |
     12  | 1   | 0   | 1   | 1   | 1   | 1   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 1   | 1   | 0   |
     14  | 1   | 1   | 0   | 0   | 1   | 0   | 0   | 0   |
     15  | 1   | 1   | 0   | 1   | 0   | 0   | 1   | 1   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |

7 (D[8]C[16]N[BBCB13637D0DD5A5FE4E962618A870C0]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 0   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 1   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 0   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 0   | 1   | 0   |
     8   | 0   | 1   | 1   | 1   | 1   | 1   | 1   | 1   |
     9   | 1   | 0   | 1   | 0   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 0   |
     12  | 1   | 0   | 1   | 1   | 1   | 1   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 1   | 1   | 0   |
     14  | 1   | 1   | 0   | 0   | 1   | 0   | 0   | 0   |
     15  | 1   | 1   | 0   | 1   | 0   | 0   | 1   | 1   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 0   | 1   |

8 (D[8]C[16]N[BFCF17677909D1A1FA4A92221CAC74C4]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 1   | 0   | 0   | 0   | 1   | 1   |
     2   | 0   | 0   | 1   | 0   | 1   | 1   | 1   | 0   |
     3   | 0   | 0   | 1   | 1   | 0   | 1   | 0   | 1   |
     4   | 0   | 0   | 1   | 1   | 1   | 0   | 0   | 0   |
     5   | 0   | 1   | 0   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 0   | 0   | 1   | 0   | 0   | 1   |
     7   | 0   | 1   | 0   | 1   | 0   | 0   | 1   | 0   |
     8   | 0   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |
     9   | 1   | 0   | 0   | 0   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 0   | 0   | 1   | 0   | 1   | 1   |
     11  | 1   | 0   | 0   | 1   | 0   | 0   | 0   | 0   |
     12  | 1   | 0   | 0   | 1   | 1   | 1   | 1   | 0   |
     13  | 1   | 1   | 1   | 0   | 0   | 1   | 1   | 0   |
     14  | 1   | 1   | 1   | 0   | 1   | 0   | 0   | 0   |
     15  | 1   | 1   | 1   | 1   | 0   | 0   | 1   | 1   |
     16  | 1   | 1   | 1   | 1   | 1   | 1   | 0   | 1   |

9 (D[8]C[16]N[BFCF1767798951A1FA4A92221C2CF4C4]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 1   | 0   | 0   | 0   | 1   | 1   |
     2   | 0   | 0   | 1   | 0   | 1   | 1   | 1   | 1   |
     3   | 0   | 0   | 1   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 1   | 1   | 1   | 0   | 0   | 0   |
     5   | 0   | 1   | 0   | 0   | 0   | 1   | 0   | 0   |
     6   | 0   | 1   | 0   | 0   | 1   | 0   | 0   | 1   |
     7   | 0   | 1   | 0   | 1   | 0   | 0   | 1   | 0   |
     8   | 0   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |
     9   | 1   | 0   | 0   | 0   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 0   | 0   | 1   | 0   | 1   | 0   |
     11  | 1   | 0   | 0   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 0   | 1   | 1   | 1   | 1   | 0   |
     13  | 1   | 1   | 1   | 0   | 0   | 1   | 1   | 0   |
     14  | 1   | 1   | 1   | 0   | 1   | 0   | 0   | 0   |
     15  | 1   | 1   | 1   | 1   | 0   | 0   | 1   | 1   |
     16  | 1   | 1   | 1   | 1   | 1   | 1   | 0   | 1   |

10 (D[8]C[16]N[BFCF3747598971A1FA6A92021C2CD4E4]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 1   | 0   | 0   | 1   | 1   | 1   |
     2   | 0   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     3   | 0   | 0   | 1   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 1   | 1   | 1   | 0   | 0   | 0   |
     5   | 0   | 1   | 0   | 0   | 0   | 0   | 0   | 0   |
     6   | 0   | 1   | 0   | 0   | 1   | 0   | 0   | 1   |
     7   | 0   | 1   | 0   | 1   | 0   | 1   | 1   | 0   |
     8   | 0   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |
     9   | 1   | 0   | 0   | 0   | 0   | 1   | 0   | 1   |
     10  | 1   | 0   | 0   | 0   | 1   | 1   | 1   | 0   |
     11  | 1   | 0   | 0   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 0   | 1   | 1   | 0   | 1   | 0   |
     13  | 1   | 1   | 1   | 0   | 0   | 0   | 1   | 0   |
     14  | 1   | 1   | 1   | 0   | 1   | 1   | 0   | 0   |
     15  | 1   | 1   | 1   | 1   | 0   | 0   | 1   | 1   |
     16  | 1   | 1   | 1   | 1   | 1   | 1   | 0   | 1   |

11 (D[8]C[16]N[FB5B2383ED8D35559E6EB6461828F0C0]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 1   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 0   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 1   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 0   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 0   | 1   |
     9   | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 0   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 1   | 1   | 1   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 0   | 1   |
     14  | 1   | 1   | 0   | 0   | 0   | 1   | 0   | 0   |
     15  | 1   | 1   | 0   | 1   | 1   | 0   | 1   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |

12 (D[8]C[16]N[FB5BA3036D8D35D51EEEB646982870C0]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 1   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 0   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 0   | 1   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 1   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 0   | 0   |
     9   | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
     11  | 1   | 0   | 1   | 1   | 0   | 0   | 0   | 1   |
     12  | 1   | 0   | 1   | 1   | 0   | 1   | 1   | 0   |
     13  | 1   | 1   | 0   | 0   | 0   | 0   | 0   | 0   |
     14  | 1   | 1   | 0   | 0   | 0   | 1   | 0   | 1   |
     15  | 1   | 1   | 0   | 1   | 1   | 0   | 1   | 0   |
     16  | 1   | 1   | 0   | 1   | 1   | 1   | 1   | 1   |

13 (D[8]C[16]N[BB5BE3036D8D35D51EEEB646D8287080]):
         | 000 | 001 | 010 | 011 | 100 | 101 | 110 | 111 |
     1   | 0   | 0   | 0   | 0   | 0   | 0   | 0   | 1   |
     2   | 0   | 0   | 0   | 0   | 1   | 1   | 1   | 0   |
     3   | 0   | 0   | 0   | 1   | 0   | 1   | 0   | 0   |
     4   | 0   | 0   | 0   | 1   | 1   | 0   | 1   | 1   |
     5   | 0   | 1   | 1   | 0   | 0   | 0   | 1   | 0   |
     6   | 0   | 1   | 1   | 0   | 1   | 1   | 0   | 1   |
     7   | 0   | 1   | 1   | 1   | 0   | 1   | 1   | 1   |
     8   | 0   | 1   | 1   | 1   | 1   | 0   | 0   | 0   |
     9   | 1   | 0   | 1   | 0   | 1   | 0   | 1   | 1   |
     10  | 1   | 0   | 1   | 0   | 1   | 1   | 0   | 0   |
