21 (D[8]C[16]N[177B9B432DF5C5A9FE8E26E25C483090]): ((0, 0, 0, 0, 1, 0, 0, 1), (0, 0, 0, 0, 1, 1, 0, 0), (0, 0, 0, 1, 0, 0, 1, 0), (0, 0, 1, 1, 1, 0, 1, 0), (0, 1, 0, 0, 0, 1, 1, 1), (0, 1, 1, 0, 0, 1, 0, 0), (0, 1, 1, 1, 0, 0, 0, 1), (0, 1, 1, 1, 1, 1, 1, 1), (1, 0, 0, 1, 0, 1, 0, 1), (1, 0, 1, 0, 0, 0, 1, 1), (1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 1, 1, 0, 1, 0, 0), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 1, 0, 0, 1), (1, 1, 0, 1, 1, 1, 1, 0), (1, 1, 1, 0, 1, 0, 0, 0))
22 (D[8]C[16]N[173BDB436DB5C5A9FE8E26E25C087090]): ((0, 0, 0, 0, 1, 0, 0, 1), (0, 0, 0, 0, 1, 1, 1, 0), (0, 0, 0, 1, 0, 0, 0, 0), (0, 0, 1, 1, 1, 0, 1, 0), (0, 1, 0, 0, 0, 1, 1, 1), (0, 1, 1, 0, 0, 1, 0, 0), (0, 1, 1, 1, 0, 0, 0, 1), (0, 1, 1, 1, 1, 1, 1, 1), (1, 0, 0, 1, 0, 1, 0, 1), (1, 0, 1, 0, 0, 0, 1, 1), (1, 0, 1, 0, 1, 1, 0, 1), (1, 0, 1, 1, 0, 1, 1, 0), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 1, 0, 1, 1), (1, 1, 0, 1, 1, 1, 0, 0), (1, 1, 1, 0, 1, 0, 0, 0))
23 (D[8]C[16]N[17BBDB43ED35C5297E8EA6625C08F090]): ((0, 0, 0, 0, 1, 0, 0, 1), (0, 0, 0, 0, 1, 1, 1, 1), (0, 0, 0, 1, 0, 0, 0, 0), (0, 0, 1, 1, 1, 0, 1, 0), (0, 1, 0, 0, 0, 1, 1, 0), (0, 1, 1, 0, 0, 1, 0, 1), (0, 1, 1, 1, 0, 0, 0, 1), (0, 1, 1, 1, 1, 1, 1, 0), (1, 0, 0, 1, 0, 1, 0, 0), (1, 0, 1, 0, 0, 0, 1, 1), (1, 0, 1, 0, 1, 1, 0, 0), (1, 0, 1, 1, 0, 1, 1, 1), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 1, 0, 1, 1), (1, 1, 0, 1, 1, 1, 0, 1), (1, 1, 1, 0, 1, 0, 0, 0))
24 (D[8]C[16]N[373BDB43ED9545A9DE6EA6821C08F070]): ((0, 0, 0, 0, 1, 1, 1, 0), (0, 0, 0, 0, 1, 1, 1, 1), (0, 0, 0, 1, 0, 0, 0, 0), (0, 0, 1, 1, 1, 0, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 0, 1, 0, 1), (0, 1, 1, 1, 0, 1, 1, 0), (0, 1, 1, 1, 1, 0, 1, 1), (1, 0, 0, 1, 0, 1, 0, 1), (1, 0, 1, 0, 0, 0, 1, 0), (1, 0, 1, 0, 1, 0, 0, 1), (1, 0, 1, 1, 0, 1, 1, 1), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 1, 0, 1, 1), (1, 1, 0, 1, 1, 1, 0, 0), (1, 1, 1, 0, 1, 1, 0, 0))
25 (D[8]C[16]N[377BAB43ED9545991ECEF6822C58F020]): ((0, 0, 0, 0, 0, 1, 0, 0), (0, 0, 0, 0, 1, 1, 1, 1), (0, 0, 0, 1, 1, 0, 1, 0), (0, 0, 1, 1, 0, 1, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 1, 1, 1, 1), (0, 1, 1, 1, 0, 0, 1, 1), (0, 1, 1, 1, 1, 0, 0, 0), (1, 0, 0, 1, 1, 0, 0, 1), (1, 0, 1, 0, 0, 0, 1, 0), (1, 0, 1, 0, 1, 0, 0, 1), (1, 0, 1, 1, 0, 1, 1, 1), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 0, 1, 0, 1), (1, 1, 0, 1, 1, 1, 1, 0), (1, 1, 1, 0, 1, 1, 0, 0))
26 (D[8]C[16]N[377BAB43EDD505991ECEF6822C58B060]): ((0, 0, 0, 0, 0, 1, 1, 0), (0, 0, 0, 0, 1, 1, 0, 1), (0, 0, 0, 1, 1, 0, 1, 0), (0, 0, 1, 1, 0, 1, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 1, 1, 1, 1), (0, 1, 1, 1, 0, 0, 1, 1), (0, 1, 1, 1, 1, 0, 0, 0), (1, 0, 0, 1, 1, 0, 0, 1), (1, 0, 1, 0, 0, 0, 0, 0), (1, 0, 1, 0, 1, 0, 1, 1), (1, 0, 1, 1, 0, 1, 1, 1), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 0, 1, 0, 1), (1, 1, 0, 1, 1, 1, 1, 0), (1, 1, 1, 0, 1, 1, 0, 0))
27 (D[8]C[16]N[377BAB43EDD505995ECEB6822C18F060]): ((0, 0, 0, 0, 0, 1, 1, 0), (0, 0, 0, 0, 1, 1, 1, 1), (0, 0, 0, 1, 1, 0, 0, 0), (0, 0, 1, 1, 0, 1, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 1, 1, 0, 1), (0, 1, 1, 1, 0, 0, 1, 1), (0, 1, 1, 1, 1, 0, 1, 0), (1, 0, 0, 1, 1, 0, 0, 1), (1, 0, 1, 0, 0, 0, 0, 0), (1, 0, 1, 0, 1, 0, 1, 1), (1, 0, 1, 1, 0, 1, 1, 1), (1, 1, 0, 0, 0, 0, 1, 0), (1, 1, 0, 1, 0, 1, 0, 1), (1, 1, 0, 1, 1, 1, 1, 0), (1, 1, 1, 0, 1, 1, 0, 0))
28 (D[8]C[16]N[375BAB63CDF505995EEE96822C38F040]): ((0, 0, 0, 0, 0, 0, 1, 0), (0, 0, 0, 0, 1, 1, 1, 1), (0, 0, 0, 1, 1, 1, 0, 0), (0, 0, 1, 1, 0, 1, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 1, 0, 0, 1), (0, 1, 1, 1, 0, 1, 1, 1), (0, 1, 1, 1, 1, 0, 1, 0), (1, 0, 0, 1, 1, 0, 0, 1), (1, 0, 1, 0, 0, 0, 0, 0), (1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 1, 1, 0, 0, 1, 1), (1, 1, 0, 0, 0, 1, 1, 0), (1, 1, 0, 1, 0, 1, 0, 1), (1, 1, 0, 1, 1, 0, 1, 0), (1, 1, 1, 0, 1, 1, 0, 0))
29 (D[8]C[16]N[375BEB238DF545995EEE96822C38F040]): ((0, 0, 0, 0, 0, 0, 1, 0), (0, 0, 0, 0, 1, 1, 1, 1), (0, 0, 0, 1, 1, 1, 0, 0), (0, 0, 1, 1, 0, 1, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 1, 0, 0, 1), (0, 1, 1, 1, 0, 1, 1, 1), (0, 1, 1, 1, 1, 0, 1, 0), (1, 0, 0, 1, 1, 0, 0, 1), (1, 0, 1, 0, 0, 0, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 1, 1, 0, 0, 0, 1), (1, 1, 0, 0, 0, 1, 0, 0), (1, 1, 0, 1, 0, 1, 1, 1), (1, 1, 0, 1, 1, 0, 1, 0), (1, 1, 1, 0, 1, 1, 0, 0))
30 (D[8]C[16]N[375BEB238DF545991EEED6822C78B040]): ((0, 0, 0, 0, 0, 0, 1, 0), (0, 0, 0, 0, 1, 1, 0, 1), (0, 0, 0, 1, 1, 1, 1, 0), (0, 0, 1, 1, 0, 1, 0, 0), (0, 1, 0, 0, 0, 0, 0, 1), (0, 1, 1, 0, 1, 0, 1, 1), (0, 1, 1, 1, 0, 1, 1, 1), (0, 1, 1, 1, 1, 0, 0, 0), (1, 0, 0, 1, 1, 0, 0, 1), (1, 0, 1, 0, 0, 0, 1, 0), (1, 0, 1, 0, 1, 1, 1, 1), (1, 0, 1, 1, 0, 0, 0, 1), (1, 1, 0, 0, 0, 1, 0, 0), (1, 1, 0, 1, 0, 1, 1, 1), (1, 1, 0, 1, 1, 0, 1, 0), (1, 1, 1, 0, 1, 1, 0, 0))
31 (D[8]C[16]N[F77DB23BDC569915EA6BAC2EC140870]): ((0, 0, 0, 0, 1, 1, 1, 0), (0, 0, 0, 1, 0, 0, 0, 0), (0, 0, 1, 0, 1, 0, 0, 0), (0, 0, 1, 1, 0, 1, 1, 1), (0, 1, 0, 0, 0, 0, 1, 1), (0, 1, 0, 1, 1, 1, 0, 1), (0, 1, 1, 0, 0, 1, 0, 1), (0, 1, 1, 1, 1, 0, 1, 0), (1, 0, 0, 0, 1, 0, 0, 1), (1, 0, 0, 1, 0, 1, 1, 0), (1, 0, 1, 0, 0, 0, 1, 1), (1, 0, 1, 1, 1, 1, 0, 1), (1, 1, 0, 0, 0, 1, 0, 0), (1, 1, 0, 1, 1, 0, 1, 1), (1, 1, 1, 0, 1, 1, 1, 0), (1, 1, 1, 1, 0, 0, 0, 0))
32 (D[8]C[16]N[7FA747FB1519A9C18E4A3292DC2CF460]): ((0, 0, 0, 0, 0, 1, 1, 0), (0, 0, 1, 0, 1, 1, 1, 1), (0, 0, 1, 1, 0, 1, 0, 0), (0, 0, 1, 1, 1, 0, 1, 1), (0, 1, 0, 0, 1, 0, 0, 1), (0, 1, 0, 0, 1, 1, 0, 0), (0, 1, 0, 1, 0, 0, 1, 0), (0, 1, 1, 1, 0, 0, 0, 1), (1, 0, 0, 0, 0, 0, 1, 1), (1, 0, 0, 1, 0, 1, 0, 1), (1, 0, 0, 1, 1, 0, 0, 0), (1, 0, 1, 0, 1, 0, 0, 0), (1, 1, 0, 1, 1, 1, 1, 1), (1, 1, 1, 0, 0, 0, 1, 0), (1, 1, 1, 0, 0, 1, 0, 1), (1, 1, 1, 1, 1, 1, 1, 0))
33 (D[8]C[16]N[3FDFE70739D9E101AA8A72526C4CB494]): ((0, 0, 1, 0, 1, 0, 0, 1), (0, 0, 1, 0, 1, 1, 0, 1), (0, 0, 1, 1, 0, 0, 1, 0), (0, 0, 1, 1, 0, 1, 1, 0), (0, 1, 0, 0, 1, 0, 1, 0), (0, 1, 0, 0, 1, 1, 1, 0), (0, 1, 0, 1, 0, 0, 0, 1), (0, 1, 0, 1, 0, 1, 0, 1), (1, 0, 0, 0, 0, 0, 0, 0), (1, 0, 0, 0, 0, 1, 1, 1), (1, 0, 0, 1, 1, 0, 1, 1), (1, 0, 0, 1, 1, 1, 0, 0), (1, 1, 1, 0, 0, 0, 0, 0), (1, 1, 1, 0, 0, 1, 1, 1), (1, 1, 1, 1, 1, 0, 1, 1), (1, 1, 1, 1, 1, 1, 0, 0))
